ITSC_ID, G(x), G(y), G(z), G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(℃),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Intake Air Temperature(℃),Relative Throttle Position(%),Throttle Position(Manifold)(%),Timing Advance(°),ACC_Y(m/s^2),ACC_Z(m/s^2),ENV1,ENV2,ENV_SPEED_LIMIT(km/h),DELTA_THETA(°),ACC_X(m/s),Speed (OBD)(km/h)
6,-0.1115181,9.1323595,4.57837915,0.06042284,56.86274719,0.01703536,22.74509811,37.25490189,14.06866074,86,61.17647171,36.47058868,2621.75,45,6.66666698,22.74509811,39,-0.145,9.28,0.49284,0.0561,25,0.00359,0,38
6,0.41673338,8.75424576,4.8523097,0.04017776,48.23529434,0.0492023,15.68627453,30.98039246,14.21369839,86,61.17647171,8.23529434,2621.75,45,0,16.47058868,39,0.346,9.08,9.8568,-0.0238,25,0.491,0,38
6,0.31524444,9.29222679,4.17751265,0.05803782,48.23529434,0.04761118,15.68627453,30.98039246,14.21369839,86,62.74509811,8.23529434,1943.75,45,1.96078432,21.17647171,17,-0.15,9.13,1.97136,-0.0238,25,-0.497,2.22,38
6,0.31898665,8.95827103,4.92910004,0.061791,49.80392075,0.04314724,17.64705849,32.54901886,14.21369839,86,62.74509811,12.15686321,1908.5,45,1.96078432,21.17647171,17,-0.149,9.05,40.20004,0.0561,25,0.000881,0,42
6,0.04071533,9.07667542,5.24658966,0.08770603,49.01960754,0.06766987,16.86274529,31.76470566,14.21369839,86,37.64706039,12.15686321,1908.5,45,0,16.86274529,28.5,0.355,9.23,15.4568,-0.00326,25,0.504,-4.44,42
7,-0.53828067,9.65537167,4.44365931,0.10385877,58.4313736,-0.02725571,23.52941132,38.03921509,14.06866074,86,80,56.86274338,1672.5,45,4.70588255,22.74509811,13.5,-0.0202,9.17,0,0.017,25,0.0826,2.78,34
7,-0.36778519,8.72969627,3.92588615,-0.00455701,56.07843399,0.0354012,22.35294151,36.86274719,14.06866074,86,80,45.88235474,1746,45,4.70588255,22.74509811,13.5,0.107,9.3,0,0.0373,25,0.127,0,39
7,-0.42960662,9.18130779,4.20700169,0.04941839,55.68627548,0.03077034,22.35294151,37.25490189,14.06866074,86,69.80392456,45.49019623,1746,45,4.31372547,21.17647171,20.5,0.23,9.23,0,0.0509,25,0.124,0,39
7,-0.1911525,9.4062891,4.37510204,0.07667142,56.47058868,0.02019455,22.35294151,37.25490189,14.06866074,86,71.37255096,45.49019623,1797.5,45,5.49019623,22.74509811,21,0.316,9.3,0.12321,0.0983,25,0.0856,0,39
7,-0.18247055,9.43308353,4.17332172,0.0706448,56.47058868,0.05200405,22.74509811,37.25490189,14.06866074,86,72.54901886,42.35293961,1857.75,45,5.49019623,22.74509811,21,0.606,9.17,2.4642,0.112,25,0.29,0,39
7,0.07679031,9.07502842,4.08530474,0.08001727,56.07843399,0.03265695,22.35294151,36.86274719,14.06866074,86,72.54901886,42.35293961,1857.75,45,5.49019623,22.35294151,22.5,0.699,9.23,0,0.017,25,0.0932,1.11,39
7,0.05643265,9.19807243,4.2695713,0.05272633,56.07843399,0.04448701,22.35294151,36.86274719,14.06866074,86,69.80392456,41.96078491,1922.5,45,5.49019623,22.35294151,26.5,0.106,9.23,0.12321,0.0306,25,-0.593,0,41
7,-0.02454895,9.40569115,4.49679899,0.08173114,55.68627548,0.02310253,21.96078491,36.47058868,14.06866074,86,69.80392456,38.4313736,1957,45,5.49019623,22.35294151,26.5,0.19,9.17,2.4642,0.0238,25,0.084,0,41
7,0.08292755,9.07697392,4.44680262,0.04938072,53.72549057,0.03335087,21.17647171,35.68627548,14.06866074,86,65.09803772,38.4313736,1957,45,3.52941179,20.7843132,34,0.149,9.1,0,-0.0371,25,-0.041,1.11,41
7,0.19459534,8.90273666,4.47524357,0.03491861,53.72549057,0.01626572,21.17647171,35.68627548,14.06866074,86,54.50980377,28.62745094,1980.25,45,3.52941179,20,40,-0.234,9.04,0,-0.0574,25,-0.382,0,43
7,0.06556366,9.04374313,4.59469509,0.05306727,52.94117737,0.03129644,20.7843132,35.29411697,14.06866074,86,54.50980377,27.05882263,1980.25,45,3.13725495,20,40,-0.364,8.97,0.0309136,-0.0236,25,-0.13,0,43
7,-0.0185614,9.06125736,4.71504498,0.06024522,52.94117737,0.05381523,20.7843132,35.29411697,14.06866074,86,49.80392075,27.05882263,1988.25,45,1.96078432,19.6078434,40,-0.15,9.04,0.618272,0.00351,25,0.213,0,43
7,-0.04326004,8.88761806,4.82895803,0.05007678,50.58823776,0.04375108,19.6078434,34.11764908,14.06866074,86,34.50980377,14.50980377,1977.25,45,1.96078432,19.6078434,43.5,0.0223,8.95,0,-0.022,25,0.173,-0.556,43
8,0.31015503,8.92069912,4.4629693,0.03629225,53.72549057,0.03931582,20.7843132,35.29411697,14.21369839,86,47.84313965,28.23529434,1915.5,45,3.52941179,20.3921566,37.5,-0.141,8.95,0.0309136,-0.022,25,0.354,0,42
8,0.10717712,9.171278,4.52658701,0.06161863,53.72549057,0.04297484,21.17647171,35.68627548,14.21369839,86,47.84313965,31.76470566,1930.25,45,3.52941179,20.3921566,37.5,-0.141,9.04,0.618272,0.0195,25,0,0,42
8,-0.05882767,9.1082592,4.51371384,0.05523878,53.33333588,0.04622975,21.17647171,35.68627548,14.06866074,86,53.33333588,31.76470566,1930.25,45,3.13725495,20,39,0.124,9.08,0.0309136,0.0333,25,0.264,0.556,42
8,-0.02230362,9.00512409,4.59125233,0.0493806,53.33333588,0.01729353,21.17647171,35.29411697,14.06866074,86,51.37255096,28.23529434,1953,45,3.13725495,20,39.5,0.21,9.08,0.6491856,0.061,25,0.0866,0,43
8,0.17184265,9.19986916,4.6431942,0.06962365,53.33333588,0.04036007,20.7843132,35.68627548,14.06866074,86,51.37255096,28.62745094,1973.25,45,3.13725495,20,39.5,0.385,9.13,0.618272,0.00569,25,0.174,-0.556,43
8,0.23770569,8.4704361,4.25879383,-0.01425368,53.33333588,-0.0169955,20.7843132,35.68627548,14.06866074,86,52.15686417,28.62745094,1973.25,45,3.13725495,20.3921566,39.5,0.0357,9.13,0,-0.022,25,-0.349,0.556,42
8,0.20193009,9.31378174,4.52763462,0.07485455,53.33333588,0.05621525,21.17647171,35.68627548,14.06866074,86,54.11764908,30.98039246,1983.5,45,3.13725495,20.3921566,39.5,-0.138,9.22,0,-0.00813,25,-0.174,0,43
8,0.11960129,9.3079443,4.67268324,0.08073956,53.72549057,-0.01500663,20.7843132,35.68627548,14.06866074,86,54.11764908,30.98039246,1983.5,45,3.52941179,20.3921566,37.5,-0.0505,9.13,0.12321,-0.119,25,0.0873,0,43
8,0.15223342,8.9925499,4.41985893,0.04052812,53.72549057,0.02187712,20.7843132,35.68627548,14.06866074,86,54.50980377,27.84313774,1992,45,3.52941179,20.3921566,38.5,-0.745,8.99,2.4951136,-0.0911,25,-0.695,0,43
8,0.17423767,9.04823399,4.53122711,0.05069357,53.72549057,0.02075872,21.17647171,35.68627548,14.06866074,86,54.50980377,29.80392075,1992,45,3.52941179,20.3921566,38.5,-0.58,9.16,0.618272,-0.0394,25,0.165,1.11,43
9,0.1498384,8.85768032,4.4602747,0.03005165,54.11764908,0.02676041,21.17647171,35.68627548,14.06866074,86,54.90196228,28.23529434,2013.25,45,3.52941179,20.3921566,38.5,-0.246,9.2,0,-0.0664,25,0.0603,-0.556,45
9,0.05912704,9.04643822,4.53946018,0.05077082,54.11764908,0.03107964,21.17647171,35.68627548,14.06866074,86,53.33333588,28.23529434,2036.5,45,3.52941179,20.3921566,39.5,-0.413,9.12,0,-0.0214,25,-0.167,0,44
9,0.05568421,8.85603333,4.47254944,0.03036577,53.33333588,0.02803934,21.17647171,35.68627548,14.06866074,86,53.33333588,28.23529434,2042,45,3.52941179,20.3921566,39.5,-0.134,9,0,-0.0034,25,0.279,0,44
9,-0.05433701,9.03925323,4.55921888,0.05101889,53.33333588,0.03237149,20.7843132,35.68627548,14.06866074,86,51.76470566,28.23529434,2042,44,3.13725495,20,40,-0.0217,9,0,0.0146,25,0.113,0,44
9,-0.03517685,8.93282413,4.51116896,0.03911811,53.33333588,0.03254154,20.7843132,35.29411697,14.06866074,86,48.23529434,26.27450943,2046.75,44,3.13725495,20,40,0.0928,9,0,0.0236,25,0.115,0,44
9,0.06735992,9.05916119,4.66385126,0.05767769,52.94117737,0.04414833,20.7843132,35.29411697,14.06866074,86,48.23529434,24.70588303,2046.75,44,3.13725495,20,40,0.15,9,0,-0.0034,25,0.0573,0,44
9,-0.00778381,8.9950943,4.63960171,0.05071765,52.94117737,0.04159582,20.7843132,35.29411697,14.06866074,86,46.27450943,24.70588303,2045.25,44,2.74509811,19.6078434,40,-0.0217,9.08,0,-0.111,25,-0.172,0,44
9,0.12858261,8.86321926,4.53466988,0.03395683,52.54901886,0.03611746,20.7843132,35.29411697,14.06866074,86,45.88235474,25.49019623,2039.75,44,2.74509811,19.6078434,40,-0.703,9.01,0,-0.0312,25,-0.681,0,44
10,-0.04834945,8.96410942,4.59679079,0.04592448,52.94117737,0.02567446,20.7843132,35.29411697,14.06866074,86,51.37255096,26.27450943,2062.5,44,3.13725495,20,40,-0.199,8.95,0,-0.0312,25,-0.253,0,44
10,0.11091934,9.06050873,4.64783478,0.05709249,52.94117737,0.06053368,20.3921566,35.29411697,14.06866074,86,48.23529434,22.74509811,2062.5,44,2.74509811,20,39,-0.2,8.9,0,-0.0511,25,-0.00128,0,44
10,-0.00074844,8.91306496,4.75306606,0.04868454,52.94117737,0.0466915,20.3921566,35.29411697,14.06866074,86,43.52941132,22.74509811,2054.5,44,1.17647064,18.4313736,39.5,-0.329,8.8,0,-0.0312,25,-0.129,0,44
10,0.02888992,8.93102741,5.10722923,0.06775016,50.58823776,0.01156909,19.2156868,34.11764908,14.06866074,86,30.98039246,14.50980377,2015.5,44,1.17647064,18.4313736,39.5,-0.203,8.76,0.0309136,-0.0312,25,0.126,0,44
10,0.15417938,8.67790413,4.92056751,0.03602976,49.80392075,0.03473298,18.8235302,33.33333206,14.06866074,86,30.98039246,14.50980377,2015.5,44,0.39215687,17.64705849,40.5,-0.204,8.74,0.6491856,-0.0312,25,-0.000893,0,44
10,-0.06586304,8.34140396,5.03717518,0.0123294,49.80392075,0.03387058,18.8235302,33.33333206,14.06866074,86,26.66666794,11.37254906,1975,44,0,16.86274529,13,-0.205,8.81,1.391112,0.00862,25,-0.00045,-0.556,44
10,-0.08681946,8.65006256,5.30841112,0.05359739,49.01960754,0.05390836,18.03921509,32.54901886,14.06866074,86,26.66666794,11.37254906,1907.75,44,0,16.86274529,13,0.056,8.91,43.3458,-0.11,25,0.261,-0.556,43
11,0.15223342,9.00512409,4.95559502,0.06688529,50.58823776,0.04142322,19.2156868,33.72549057,14.21369839,86,26.27450943,17.25490189,1810,44,1.17647064,18.03921509,37.5,-0.708,8.65,557.90321,0.0459,25,-0.524,-2.78,42
12,0.07065307,8.69631577,5.31829071,0.05813104,48.23529434,0.0205442,18.4313736,32.94117737,14.06866074,86,27.84313774,13.72549057,1615.5,44,0,16.07843208,35,0.304,9.76,2.4642,-1.53,25,0.000546,-16.7,37
13,-1.13164675,10.32747364,3.08852744,0.1238572,60.39215851,0.10523468,24.70588303,38.82352829,14.06866074,86,83.52941132,52.15686417,1785.75,45,7.84313726,25.49019623,16,-9.04,9.59,1.10889,0.156,25,11.3,1.11,7
13,-2.10671902,9.73695183,3.10649014,0.08274728,59.2156868,0.06251679,24.31372643,38.4313736,14.06866074,86,83.52941132,53.72549057,1833.5,45,7.84313726,25.49019623,16,0.93,9.49,22.45669,0.906,25,9.97,0,9
13,-2.89453077,9.31782341,3.84086299,0.08789068,58.4313736,0.06136979,23.92156982,38.4313736,14.06866074,86,79.21569061,47.84313583,1833.5,45,7.05882359,23.92156982,16,5.48,9.43,5.5778,1.47,25,4.55,3.33,9
13,-2.97057271,9.29207706,3.68249226,0.0819214,58.4313736,0.08508348,23.92156982,38.4313736,14.06866074,86,74.50980377,47.84313583,2148.25,45,7.84313726,24.70588303,22.5,8.97,9.39,0.77284,1.47,25,3.49,1.67,15
13,-1.76962006,9.8171854,3.56708217,0.09891802,59.2156868,0.046983,25.09803963,39.2156868,14.06866074,86,74.90196228,47.84313583,2560.75,45,7.84313726,24.70588303,22.5,9,9.53,15.58001,1.28,25,0.032,0,18
13,-1.68444717,9.62064362,3.68024683,0.08295041,60,0.0379906,24.70588303,38.82352829,14.06866074,86,74.90196228,39.2156868,2560.75,45,8.62745094,25.49019623,30.5,7.73,9.43,2.4642,1.09,25,-1.27,2.78,18
13,-1.77545786,8.96216297,5.05483818,0.0833686,60,0.04665338,24.70588303,38.82352829,14.06866074,86,43.52941132,39.2156868,2915.5,45,0,16.47058868,20.5,6.66,9.39,0.49284,0.531,25,-1.07,1.11,23
13,-1.04228258,9.70282269,3.14795375,0.06424111,48.62745285,0.04559818,23.92156982,40.7843132,14.06866074,86,80,45.09803772,2370.25,45,0,16.47058868,19.5,3.24,9.43,10.62964,0.343,25,-3.42,0,25
13,-0.99273562,9.6757288,3.46723986,0.07160288,69.01960754,0.03979193,28.62745094,42.74509811,14.06866074,86,80,69.01960754,2370.25,45,14.50980377,30.98039246,19.5,2.09,9.53,15.4568,0.531,25,-1.15,2.22,25
13,-0.60938281,9.52963257,3.21501446,0.04609388,66.66666412,0.0274447,28.62745094,42.74509811,14.21369839,86,93.33333588,69.01960754,2158.5,45,14.11764717,31.76470566,10.5,3.2,9.49,0.27889,-0.0319,25,1.11,2.78,29
13,-0.41329056,9.40000248,3.49672842,0.04222387,66.66666412,0.05233498,27.05882454,41.17647171,14.21369839,86,82.74510193,65.49019623,2463.25,45,14.11764717,31.76470566,21.5,-0.192,9.53,6.07064,-0.0319,25,-3.39,0,34
13,-0.06032455,9.28713703,3.89684653,0.04568094,60.39215851,0.04512983,23.92156982,38.03921509,14.21369839,86,82.74510193,47.45098114,2651.5,45,9.01960754,25.88235283,21.5,-0.192,9.33,9.8568,-0.219,25,0.000671,1.67,34
13,-0.12439132,9.26707935,4.05626488,0.05026346,60.39215851,0.02685345,23.92156982,38.03921509,14.21369839,86,69.80392456,47.45098114,2651.5,46,7.84313726,24.31372643,34.5,-1.35,9.26,1.51321,-0.0319,25,-1.16,2.22,37
13,-0.26210496,9.31033897,4.0215373,0.05316311,58.8235321,0.03415509,23.52941132,38.03921509,14.21369839,86,69.80392456,41.96078491,2827.25,46,7.84313726,24.31372643,34.5,-0.197,9.16,30.2642,0.156,25,1.15,0,41
13,-0.09430389,9.22172356,4.20924664,0.05237383,58.4313736,0.01235801,23.13725471,37.25490189,14.06866074,86,71.37255096,36.47058868,2827.25,46,7.45098066,24.70588303,37.5,0.974,8.73,0.0309136,0.00165,25,1.17,3.89,41
14,-0.29383895,9.08281231,5.22473526,0.087547,49.41176605,0.02196809,18.8235302,33.72549057,14.21369839,86,25.88235283,11.76470566,2123.25,45,0.39215687,17.25490189,35.5,0.0109,8.78,0.6491856,0.0506,25,2.84E-05,0,48
14,-0.25566834,8.82325172,5.10049343,0.05820638,50.19607925,0.03956139,18.8235302,33.72549057,14.21369839,86,25.88235283,12.54901981,2123.25,45,0.78431374,17.64705849,35.5,0.33,8.73,0.618272,-0.0473,25,0.32,-0.556,48
14,-0.30641282,8.98716068,5.22922564,0.07357508,50.19607925,0.03997725,18.8235302,33.72549057,14.21369839,86,25.88235283,12.54901981,2094.5,45,0.39215687,17.25490189,32.5,-0.31,8.68,0.12321,0.00165,25,-0.641,-0.556,47
14,-0.31165192,8.88148117,5.17683458,0.06740123,49.41176605,0.03588564,18.8235302,33.33333206,14.21369839,86,25.88235283,11.76470566,2050,45,0.39215687,17.25490189,32.5,0.0109,8.78,2.4642,-0.0473,25,0.321,0,46
14,-0.23291565,8.26431465,5.07624388,0.00795186,48.62745285,0.0305413,18.03921509,33.33333206,14.21369839,86,25.88235283,11.76470566,2050,45,0,16.47058868,24.5,-0.309,8.67,0.0309136,0.00165,25,-0.32,-1.11,46
14,-0.33664992,8.6970644,5.37771702,0.06190902,48.62745285,0.08209074,18.03921509,32.54901886,14.21369839,86,23.52941132,9.8039217,1995.25,45,0,16.47058868,19.5,0.0109,8.72,0.618272,0.00165,25,0.32,0,44
14,-0.23635849,8.81995869,5.10318804,0.05800587,48.62745285,0.03936078,18.4313736,33.72549057,14.21369839,86,23.52941132,10.1960783,1995.25,45,0,16.86274529,19.5,0.0109,8.83,0,0.0506,25,-6.47E-05,-0.556,44
14,-0.20836669,8.72490692,4.80800152,0.03471357,48.62745285,0.04075353,18.4313736,33.72549057,14.21369839,86,33.72549057,10.1960783,1976.5,45,0.78431374,19.2156868,29,0.328,8.75,0.12321,-0.0473,25,0.318,0,43
14,-0.34293687,8.54333401,5.03912115,0.03068811,49.01960754,0.01203381,16.07843208,30.58823586,14.21369839,86,33.72549057,10.98039246,1918.75,45,0.78431374,19.2156868,29,-0.31,8.8,2.4642,-0.0963,25,-0.638,0,43
14,-0.31299913,8.79660702,5.47591257,0.07572562,49.01960754,0.04420694,15.68627453,30.58823586,14.21369839,86,26.27450943,10.98039246,1918.75,45,0,16.86274529,7,-0.627,8.69,35.721,0.0506,25,-0.317,-1.11,43
14,-0.07679031,8.59213257,5.34089375,0.05030507,49.01960754,0.06519078,15.68627453,30.58823586,14.21369839,86,25.09803963,11.76470566,1850,45,0,16.47058868,20.5,0.334,8.53,714.54321,-0.0963,25,0.96,0,41
14,-0.22947282,8.5797081,5.38684797,0.05194813,48.23529434,0.0394844,15.68627453,30.58823586,14.21369839,86,25.09803963,10.1960783,1850,45,0,16.47058868,20.5,-0.647,8.24,2.4642,0.21,25,-0.98,-18.9,41
15,-0.23201752,8.35607338,5.9525218,0.06508368,49.01960754,0.04413019,15.29411793,30.58823586,14.21369839,86,41.17647171,24.31372643,819.5,45,0,16.47058868,15.5,1.46,8.48,0.12321,1.52,25,4.55,-1.11,7
15,-0.26958939,8.44843102,5.66182613,0.05607826,48.62745285,0.03743254,15.29411793,30.58823586,14.21369839,86,41.17647171,24.31372643,819.5,45,0,16.47058868,15.5,10.4,8.39,2.4642,1.52,25,8.9,0,5
15,-0.23261628,8.78942204,5.05034781,0.05261129,48.62745285,0.03642729,15.29411793,30.58823586,14.21369839,86,43.13725662,24.31372643,819.5,45,0,16.47058868,16,10.5,8.57,0,1.85,25,0.118,-1.11,5
15,-0.18232086,8.78014183,4.95080471,0.04666549,48.62745285,0.0269479,15.29411793,30.58823586,14.21369839,86,41.96078491,22.35294151,866.25,45,0,16.47058868,16.5,12.5,8.72,0,1.52,25,2.01,0,3
15,-0.13187577,8.87489414,4.71878719,0.04369599,48.62745285,0.02755829,21.56862831,37.64706039,14.21369839,86,41.96078491,59.60784149,1084.25,45,0,16.47058868,16.5,10.1,8.72,0,1.2,25,-2.41,0,3
15,-0.05284012,9.14029312,4.31777096,0.04947406,49.80392075,0.03082611,19.6078434,37.64706039,14.21369839,86,71.76470947,59.60784149,1084.25,45,0,16.07843208,19,7.88,8.81,0,2.18,25,-2.19,0,3
15,-0.20267853,8.92623806,4.66265392,0.0457781,49.80392075,0.03024195,19.6078434,33.72549057,14.21369839,86,33.72549057,16.86274529,1418.75,45,0,16.07843208,30,14.3,8.86,0.12321,1.52,25,6.45,0,3
15,-0.12244537,8.88552284,4.92056751,0.05444652,49.01960754,0.03300281,15.68627453,30.58823586,14.21369839,86,33.72549057,26.66666603,1418.75,45,0,16.47058868,30,9.9,9.05,2.4642,0.538,25,-4.43,0,3
15,-0.16301101,8.80364227,4.8584466,0.04413754,52.15686417,0.02548773,15.68627453,30.58823586,14.21369839,86,39.2156868,26.66666603,867,45,0,16.47058868,17,3.41,8.95,0.0309136,0.21,25,-6.49,1.11,3
15,-0.0755928,8.81457043,4.85964441,0.04506618,52.15686417,0.03021261,20.3921566,32.15686417,14.21369839,86,46.66666794,38.4313736,1095.25,45,0,16.47058868,17,1.34,9,0.741482,0.538,25,-2.07,0,5
15,0.08726852,8.9950943,4.676126,0.05246764,52.54901886,0.03382069,21.17647171,35.29411697,14.21369839,86,46.66666794,32.15686417,1095.25,45,1.56862748,17.64705849,22.5,3.43,9,2.4642,-0.119,25,2.09,-0.556,5
15,0.1434018,9.88828754,4.33079386,0.11951417,55.68627548,0.05501338,21.17647171,35.29411697,14.21369839,86,47.45098114,32.15686417,1469.5,45,3.92156863,20,26.5,-0.757,9.1,0.12321,-0.776,25,-4.18,1.11,4
15,0.96998292,9.50283909,3.50511098,0.05620688,55.68627548,0.03960133,23.92156982,38.4313736,14.21369839,86,73.33333588,69.80392456,1492,45,3.92156863,20,16,-4.89,9.05,3.23704,-0.448,25,-4.14,0,6
15,1.51649642,9.15675831,3.46379709,0.02886325,56.07843399,0.0731926,22.74509811,37.25490189,14.06866074,86,73.33333588,40.7843132,1492,45,5.88235283,22.35294151,16,-2.83,9.29,15.4568,-0.776,25,2.06,1.11,6
15,2.28963876,9.40613937,3.49313593,0.06810695,57.64706039,0.08017856,22.74509811,37.25490189,14.06866074,86,67.05882263,40.7843132,1746,45,6.66666698,23.13725471,21.5,-4.79,9.14,0.27889,-1.1,25,-1.96,2.78,8
15,2.47734833,9.47664356,3.65794325,0.08483475,57.64706039,0.06619889,23.92156982,38.4313736,14.06866074,86,77.64705658,49.01960754,1784.25,45,6.66666698,23.13725471,21.5,-6.94,9.29,6.68669,-0.776,25,-2.14,0,13
15,1.90164554,9.49355793,3.06966662,0.05438262,59.2156868,0.06739809,24.70588303,39.2156868,14.06866074,86,77.64705658,49.80392075,1784.25,45,8.23529434,25.09803963,21,-4.79,9.14,22.1778,-1.1,25,2.14,1.67,13
15,1.31636262,9.70117664,3.44194245,0.07684952,59.2156868,0.05821098,24.70588303,39.2156868,14.06866074,86,75.29412079,49.80392075,2314,45,8.62745094,25.09803963,25,-6.94,9.14,0.77284,-0.776,25,-2.14,3.33,16
15,0.94049424,9.45344162,3.49553108,0.05088454,60,0.04958638,25.09803963,39.2156868,14.06866074,86,75.29412079,44.31372452,2838.25,45,8.62745094,25.09803963,25,-4.87,9.05,15.58001,-0.119,25,2.07,0,22
15,0.28306139,8.59976673,3.83158207,0.08120257,58.4313736,0.06256548,23.92156982,38.03921509,14.06866074,86,72.94117737,44.31372452,2838.25,45,7.84313726,24.31372643,37.5,-0.753,9.1,2.4642,-0.119,25,4.12,2.78,22
15,0.5306465,8.89195919,4.86338663,0.05355078,58.4313736,0.02375941,23.92156982,38.03921509,14.06866074,86,40.39215851,32.54901886,3135,45,7.84313726,16.47058868,19,-0.749,9.05,0.12321,-0.119,25,0.00393,1.11,27
15,0.54217255,9.56810284,3.25632834,0.05076057,52.94117737,0.03717173,25.88235283,40.39215851,14.06866074,86,40.39215851,67.45098114,2492.75,45,0,16.47058868,19,-0.753,9.29,2.4642,-0.776,25,-0.00393,0,29
15,0.37332368,9.49744987,3.24106026,0.04266769,63.92156982,0.04546874,25.49019623,40.39215851,14.21369839,86,78.03921509,67.45098114,2492.75,45,11.37254906,28.23529434,20,-4.79,9.29,0.27889,-0.119,25,-4.04,1.11,29
15,0.51986891,9.44655609,3.89759493,0.06204277,63.92156982,0.06162005,25.49019623,39.60784531,14.21369839,86,74.11764526,59.2156868,2347.5,45,11.37254906,28.23529434,20.5,-0.734,9.14,6.07064,-0.119,25,4.06,0,31
15,0.65264285,9.41542053,4.09563303,0.0677622,59.2156868,0.04912044,23.52941132,38.03921509,14.21369839,86,74.11764526,47.05882263,2529.5,45,7.84313726,24.70588303,20.5,-0.746,9.14,9.8568,1.2,25,-0.0114,1.67,31
15,0.55070478,9.3500061,4.0673418,0.05989975,57.64706039,0.0141761,23.52941132,38.03921509,14.21369839,86,70.98039246,47.05882263,2529.5,45,6.66666698,23.92156982,30,7.51,9,0.49284,1.2,25,8.26,2.22,34
15,0.4022136,9.29417229,4.29232407,0.06337947,57.64706039,0.03107457,22.74509811,37.25490189,14.21369839,86,63.52941132,36.86274338,2697.5,45,6.66666698,23.92156982,39,7.63,8.72,9.8568,0.867,25,0.119,0,38
15,0.51193541,8.77639961,4.55368042,0.02824265,54.11764908,0.0398172,20.7843132,35.29411697,14.06866074,86,63.52941132,22.35294151,2697.5,45,4.70588255,21.96078491,39,5.71,8.91,1.51321,0.867,25,-1.92,2.22,38
15,0.44487488,8.95946884,4.97954512,0.06486291,52.15686417,0.04430631,20.7843132,35.29411697,14.06866074,86,39.2156868,22.35294151,2804.5,45,2.35294127,19.6078434,40.5,5.58,8.86,30.2642,1.2,25,-0.122,0,42
15,0.36344421,8.7038002,4.89691687,0.03769511,52.15686417,0.03558214,20,34.50980377,14.06866074,86,31.76470566,16.47058868,2817,45,2.35294127,19.6078434,40.5,7.75,8.51,0.12321,-0.324,25,2.17,-3.89,42
16,0.07304809,8.82564735,4.89512062,0.04780239,49.01960754,0.06197602,15.29411793,30.58823586,14.21369839,86,28.23529434,14.11764717,1375,45,0,16.86274529,21,-2.18,8.71,2.4951136,0.0347,25,3.09,0,35
16,0.03143463,9.08146477,4.96337843,0.07397991,49.01960754,0.0427184,20.3921566,35.29411697,14.21369839,86,29.80392265,14.11764717,1375,45,0,16.86274529,27.5,0.228,8.64,0.618272,0.142,25,2.41,-1.11,35
16,0.30701157,9.26378632,5.43220377,0.11414868,49.01960754,0.06336398,20.3921566,35.29411697,14.21369839,86,61.17647171,29.01960754,1171.75,45,0,18.8235302,23,0.944,8.84,0.0309136,0.214,25,0.716,-0.556,33
16,0.21270767,9.05332375,4.45698166,0.04786807,53.72549057,0.0292195,21.17647171,35.29411697,14.21369839,86,61.17647171,30.58823586,2052.25,45,1.56862748,18.8235302,23,1.39,8.97,0.618272,0.106,25,0.445,0,32
16,0.35266662,9.07353115,3.92513752,0.02740198,56.07843399,0.01228793,21.96078491,35.29411697,14.21369839,86,49.80392075,30.58823586,2052.25,45,5.49019623,22.35294151,33.5,0.68,9.03,0.12321,0.0347,25,-0.708,-0.556,32
16,0.64710432,9.24223042,4.10371637,0.05192739,56.07843399,0.03328028,21.96078491,36.07843018,14.21369839,86,58.03921509,33.72549057,2173.25,45,5.49019623,22.35294151,35,0.22,8.97,2.58741,-0.00122,25,-0.46,0,31
16,0.33335677,8.71817017,3.69970632,-0.01498848,55.68627548,0.08221602,21.96078491,36.47058868,14.06866074,86,58.03921509,34.50980377,2173.25,45,5.09803915,22.35294151,35,-0.0078,9.16,2.4642,-0.073,25,-0.228,1.11,31
16,0.4155359,9.21977711,4.47224998,0.02678698,53.72549057,0.00813129,21.96078491,36.47058868,14.06866074,86,58.03921509,34.50980377,2275,45,3.92156863,20.3921566,36.5,-0.457,9.1,0.0309136,-0.109,25,-0.449,1.11,33
16,0.78182417,9.47589493,4.33558416,0.08423275,53.72549057,0.06559671,21.17647171,36.47058868,14.06866074,86,54.50980377,29.41176414,2375.75,45,3.92156863,20.3921566,36.5,-0.686,8.93,3.118272,0.0347,25,-0.229,0,35
16,0.49966094,8.84840012,4.16553783,0.01722902,54.90196228,0.01027411,21.56862831,36.07843018,14.06866074,86,54.50980377,29.41176414,2375.75,45,5.09803915,21.96078491,36.5,0.222,8.77,50.12321,0.178,25,0.908,-0.556,35
